base_question,folded_questions,query
Number of <ARG-GENDER><O> patients with <ARG-CONDITION><O>.,<SYN-ARG-calculate/what's/what is/tell me> the <SYN-ARG-number/count/counts> of <ARG-GENDER><0> <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-are diagnosed with/were diagnosed with/have condition/had condition/have/had/suffer from/suffered from/are with/were with/have a diagnosis of/had a diagnosis of> <ARG-CONDITION><0>.,SELECT COUNT( DISTINCT pe1.person_id ) FROM ( (<SCHEMA>.person JOIN <GENDER-TEMPLATE><ARG-GENDER><0> ON gender_concept_id=concept_id) pe1 JOIN (<SCHEMA>.condition_occurrence JOIN <CONDITION-TEMPLATE><ARG-CONDITION><0> ON condition_concept_id=concept_id) pe2 ON pe1.person_id=pe2.person_id) ;
Number of <ARG-GENDER><O> patients with <ARG-CONDITION><O>.,<SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> of <ARG-GENDER><0> <SYN-ARG-gender/sex> <SYN-ARG-are diagnosed with/were diagnosed with/have condition/had condition/have/had/suffer from/suffered from/are with/were with/have a diagnosis of/had a diagnosis of> <ARG-CONDITION><0>.,SELECT COUNT( DISTINCT pe1.person_id ) FROM ( (<SCHEMA>.person JOIN <GENDER-TEMPLATE><ARG-GENDER><0> ON gender_concept_id=concept_id) pe1 JOIN (<SCHEMA>.condition_occurrence JOIN <CONDITION-TEMPLATE><ARG-CONDITION><0> ON condition_concept_id=concept_id) pe2 ON pe1.person_id=pe2.person_id) ;
Number of <ARG-GENDER><O> patients with <ARG-CONDITION><O>.,<SYN-ARG-calculate/tell me> how many <SYN-ARG-patients/people/persons/individuals/subjects> are of <ARG-GENDER><0> <SYN-ARG-gender/sex> <SYN-ARG-are diagnosed with/were diagnosed with/have condition/had condition/have/had/suffer from/suffered from/are with/were with/have a diagnosis of/had a diagnosis of> <ARG-CONDITION><0>.,SELECT COUNT( DISTINCT pe1.person_id ) FROM ( (<SCHEMA>.person JOIN <GENDER-TEMPLATE><ARG-GENDER><0> ON gender_concept_id=concept_id) pe1 JOIN (<SCHEMA>.condition_occurrence JOIN <CONDITION-TEMPLATE><ARG-CONDITION><0> ON condition_concept_id=concept_id) pe2 ON pe1.person_id=pe2.person_id) ;
Number of <ARG-GENDER><O> patients with <ARG-CONDITION><O>.,<SYN-ARG-calculate/what's/what is/tell me> the <SYN-ARG-number/count/counts> of <ARG-GENDER><0> <SYN-ARG-gender/sex> <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-are diagnosed with/were diagnosed with/have condition/had condition/have/had/suffer from/suffered from/are with/were with/have a diagnosis of/had a diagnosis of> <ARG-CONDITION><0>.,SELECT COUNT( DISTINCT pe1.person_id ) FROM ( (<SCHEMA>.person JOIN <GENDER-TEMPLATE><ARG-GENDER><0> ON gender_concept_id=concept_id) pe1 JOIN (<SCHEMA>.condition_occurrence JOIN <CONDITION-TEMPLATE><ARG-CONDITION><0> ON condition_concept_id=concept_id) pe2 ON pe1.person_id=pe2.person_id) ;
Number of <ARG-GENDER><O> patients with <ARG-CONDITION><O>.,<SYN-ARG-number/count/counts> of <ARG-GENDER><0> <SYN-ARG-gender/sex> <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-are diagnosed with/were diagnosed with/have condition/had condition/have/had/suffer from/suffered from/are with/were with/have a diagnosis of/had a diagnosis of> <ARG-CONDITION><0>.,SELECT COUNT( DISTINCT pe1.person_id ) FROM ( (<SCHEMA>.person JOIN <GENDER-TEMPLATE><ARG-GENDER><0> ON gender_concept_id=concept_id) pe1 JOIN (<SCHEMA>.condition_occurrence JOIN <CONDITION-TEMPLATE><ARG-CONDITION><0> ON condition_concept_id=concept_id) pe2 ON pe1.person_id=pe2.person_id) ;
Number of <ARG-GENDER><O> patients with <ARG-CONDITION><O>.,<SYN-ARG-calculate/tell me> how many <SYN-ARG-patients/people/persons/individuals/subjects> are <ARG-GENDER><0> <SYN-ARG-are diagnosed with/were diagnosed with/have condition/had condition/have/had/suffer from/suffered from/are with/were with/have a diagnosis of/had a diagnosis of> <ARG-CONDITION><0>.,SELECT COUNT( DISTINCT pe1.person_id ) FROM ( (<SCHEMA>.person JOIN <GENDER-TEMPLATE><ARG-GENDER><0> ON gender_concept_id=concept_id) pe1 JOIN (<SCHEMA>.condition_occurrence JOIN <CONDITION-TEMPLATE><ARG-CONDITION><0> ON condition_concept_id=concept_id) pe2 ON pe1.person_id=pe2.person_id) ;
Number of patients born in year <ARG-TIMEYEARS><0>.,How many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-were born/born> in <ARG-TIMEYEARS><0> year?,SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients born in year <ARG-TIMEYEARS><0>.,<SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-were born/born> in <ARG-TIMEYEARS><0>.,SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients born in year <ARG-TIMEYEARS><0>.,<SYN-ARG-calculate/what's/what is/tell me> <SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> with <ARG-TIMEYEARS><0> <SYN-ARG-year of birth/birth year/yob>.,SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients born in year <ARG-TIMEYEARS><0>.,"<SYN-ARG-in the year/in> <ARG-TIMEYEARS><0>, how many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-were born/born>?",SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients born in year <ARG-TIMEYEARS><0>.,How many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-were born/born> in <ARG-TIMEYEARS><0>?,SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients born in year <ARG-TIMEYEARS><0>.,<SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-were born/born> in <ARG-TIMEYEARS><0>.,SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients born in year <ARG-TIMEYEARS><0>.,"<SYN-ARG-in the year/in> <ARG-TIMEYEARS><0>, what is the <SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-were born/born>?",SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients born in year <ARG-TIMEYEARS><0>.,<SYN-ARG-calculate/tell me> <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-were born/born> in <ARG-TIMEYEARS><0> year.,SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients born in year <ARG-TIMEYEARS><0>.,<SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-were born/born> in <ARG-TIMEYEARS><0> year.,SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients born in year <ARG-TIMEYEARS><0>.,<SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> with <ARG-TIMEYEARS><0> <SYN-ARG-year of birth/birth year/yob>.,SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients born in year <ARG-TIMEYEARS><0>.,<SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-were born/born> in <ARG-TIMEYEARS><0> year.,SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients born in year <ARG-TIMEYEARS><0>.,"<SYN-ARG-calculate/tell me> <SYN-ARG-in the year/in> <ARG-TIMEYEARS><0>, how many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-were born/born>.",SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients born in year <ARG-TIMEYEARS><0>.,<SYN-ARG-calculate/tell me> how many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-were born/born> in <ARG-TIMEYEARS><0>.,SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients born in year <ARG-TIMEYEARS><0>.,<SYN-ARG-calculate/what's/what is/tell me> the <SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-were born/born> in <ARG-TIMEYEARS><0>.,SELECT COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 WHERE year_of_birth = <ARG-TIMEYEARS><0> ;
Number of patients by gender and state.,<SYN-ARG-calculate/what's/what is/tell me> the <SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> grouped by <SYN-ARG-gender/sex> and state.,"SELECT gender, loc1.state, COUNT(pe1.person_id) AS number_of_patients FROM <SCHEMA>.person pe1 JOIN <GENDER-TEMPLATE> ON pe1.gender_concept_id=concept_id JOIN <SCHEMA>.location loc1 ON pe1.location_id=loc1.location_id GROUP BY gender, state;"
Number of patients by gender and state.,<SYN-ARG-calculate/tell me> how many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-are in/fit into/end up in/were in/fitted into/ended up in> each <SYN-ARG-gender/sex> and state group.,"SELECT gender, loc1.state, COUNT(pe1.person_id) AS number_of_patients FROM <SCHEMA>.person pe1 JOIN <GENDER-TEMPLATE> ON pe1.gender_concept_id=concept_id JOIN <SCHEMA>.location loc1 ON pe1.location_id=loc1.location_id GROUP BY gender, state;"
Number of patients by gender and state.,<SYN-ARG-calculate/what's/what is/tell me> the <SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-in/for> each <SYN-ARG-gender/sex> and state group.,"SELECT gender, loc1.state, COUNT(pe1.person_id) AS number_of_patients FROM <SCHEMA>.person pe1 JOIN <GENDER-TEMPLATE> ON pe1.gender_concept_id=concept_id JOIN <SCHEMA>.location loc1 ON pe1.location_id=loc1.location_id GROUP BY gender, state;"
Number of patients by gender and state.,How many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-are in/fit into/end up in/were in/fitted into/ended up in> each <SYN-ARG-gender/sex> and state group?,"SELECT gender, loc1.state, COUNT(pe1.person_id) AS number_of_patients FROM <SCHEMA>.person pe1 JOIN <GENDER-TEMPLATE> ON pe1.gender_concept_id=concept_id JOIN <SCHEMA>.location loc1 ON pe1.location_id=loc1.location_id GROUP BY gender, state;"
Number of patients by gender and state.,<SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> in <SYN-ARG-gender/sex> and state groups.,"SELECT gender, loc1.state, COUNT(pe1.person_id) AS number_of_patients FROM <SCHEMA>.person pe1 JOIN <GENDER-TEMPLATE> ON pe1.gender_concept_id=concept_id JOIN <SCHEMA>.location loc1 ON pe1.location_id=loc1.location_id GROUP BY gender, state;"
Number of patients by gender and state.,<SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> grouped by <SYN-ARG-gender/sex> and state.,"SELECT gender, loc1.state, COUNT(pe1.person_id) AS number_of_patients FROM <SCHEMA>.person pe1 JOIN <GENDER-TEMPLATE> ON pe1.gender_concept_id=concept_id JOIN <SCHEMA>.location loc1 ON pe1.location_id=loc1.location_id GROUP BY gender, state;"
Number of patients grouped by ethnicity and residence state location.,<SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-in/for> each <SYN-ARG-residence state location/state residency location> and ethnic group.,"SELECT ethnicity, state, COUNT( DISTINCT pe1.person_id) FROM ((<SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id) JOIN <STATENAME-TEMPLATE> state_temp1 ON pe1.location_id=state_temp1.location_id) GROUP BY ethnicity, state ;"
Number of patients grouped by ethnicity and residence state location.,<SYN-ARG-calculate/tell me> how many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-are in/fit into/end up in/were in/fitted into/ended up in> each <SYN-ARG-residence state location/state residency location> and ethnic group.,"SELECT ethnicity, state, COUNT( DISTINCT pe1.person_id) FROM ((<SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id) JOIN <STATENAME-TEMPLATE> state_temp1 ON pe1.location_id=state_temp1.location_id) GROUP BY ethnicity, state ;"
Number of patients grouped by ethnicity and residence state location.,<SYN-ARG-calculate/what's/what is/tell me> the <SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-in/for> each <SYN-ARG-residence state location/state residency location> and ethnic group.,"SELECT ethnicity, state, COUNT( DISTINCT pe1.person_id) FROM ((<SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id) JOIN <STATENAME-TEMPLATE> state_temp1 ON pe1.location_id=state_temp1.location_id) GROUP BY ethnicity, state ;"
Number of patients grouped by ethnicity and residence state location.,<SYN-ARG-calculate/what's/what is/tell me> the <SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> in <SYN-ARG-residence state location/state residency location> and ethnic groups.,"SELECT ethnicity, state, COUNT( DISTINCT pe1.person_id) FROM ((<SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id) JOIN <STATENAME-TEMPLATE> state_temp1 ON pe1.location_id=state_temp1.location_id) GROUP BY ethnicity, state ;"
Number of patients grouped by ethnicity and residence state location.,How many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-does/did> each <SYN-ARG-residence state location/state residency location> and ethnic group <SYN-ARG-contain/have/include/imply/comprise/involve>?,"SELECT ethnicity, state, COUNT( DISTINCT pe1.person_id) FROM ((<SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id) JOIN <STATENAME-TEMPLATE> state_temp1 ON pe1.location_id=state_temp1.location_id) GROUP BY ethnicity, state ;"
Number of patients grouped by ethnicity and residence state location.,How many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-are in/fit into/end up in/were in/fitted into/ended up in> each <SYN-ARG-residence state location/state residency location> and ethnic group?,"SELECT ethnicity, state, COUNT( DISTINCT pe1.person_id) FROM ((<SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id) JOIN <STATENAME-TEMPLATE> state_temp1 ON pe1.location_id=state_temp1.location_id) GROUP BY ethnicity, state ;"
Number of patients grouped by ethnicity and year of birth.,<SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-in/for> each <SYN-ARG-year of birth/birth year/yob> and ethnic group.,"SELECT ethnicity, year_of_birth, COUNT( DISTINCT pe1.person_id) FROM (<SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id) GROUP BY ethnicity, year_of_birth;"
Number of patients grouped by ethnicity and year of birth.,<SYN-ARG-calculate/tell me> how many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-does/did> each <SYN-ARG-year of birth/birth year/yob> and ethnic group <SYN-ARG-contain/have/include/imply/comprise/involve>.,"SELECT ethnicity, year_of_birth, COUNT( DISTINCT pe1.person_id) FROM (<SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id) GROUP BY ethnicity, year_of_birth;"
Number of patients grouped by ethnicity and year of birth.,How many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-are in/fit into/end up in/were in/fitted into/ended up in> each <SYN-ARG-year of birth/birth year/yob> and ethnic group?,"SELECT ethnicity, year_of_birth, COUNT( DISTINCT pe1.person_id) FROM (<SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id) GROUP BY ethnicity, year_of_birth;"
Number of patients grouped by ethnicity and year of birth.,<SYN-ARG-calculate/tell me> how many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-are in/fit into/end up in/were in/fitted into/ended up in> each <SYN-ARG-year of birth/birth year/yob> and ethnic group.,"SELECT ethnicity, year_of_birth, COUNT( DISTINCT pe1.person_id) FROM (<SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id) GROUP BY ethnicity, year_of_birth;"
Number of patients grouped by ethnicity and year of birth.,<SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> in <SYN-ARG-year of birth/birth year/yob> and ethnic groups.,"SELECT ethnicity, year_of_birth, COUNT( DISTINCT pe1.person_id) FROM (<SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id) GROUP BY ethnicity, year_of_birth;"
Number of patients grouped by ethnicity and year of birth.,How many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-does/did> each <SYN-ARG-year of birth/birth year/yob> and ethnic group <SYN-ARG-contain/have/include/imply/comprise/involve>?,"SELECT ethnicity, year_of_birth, COUNT( DISTINCT pe1.person_id) FROM (<SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id) GROUP BY ethnicity, year_of_birth;"
Number of patients grouped by ethnicity.,How many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-does/did> each ethnic group <SYN-ARG-contain/have/include/imply/comprise/involve>?,"SELECT ethnicity, COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id GROUP BY ethnicity ;"
Number of patients grouped by ethnicity.,<SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-in/for> each ethnic group.,"SELECT ethnicity, COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id GROUP BY ethnicity ;"
Number of patients grouped by ethnicity.,How many <SYN-ARG-patients/people/persons/individuals/subjects> <SYN-ARG-are in/fit into/end up in/were in/fitted into/ended up in> each ethnic group?,"SELECT ethnicity, COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id GROUP BY ethnicity ;"
Number of patients grouped by ethnicity.,<SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> in ethnic groups.,"SELECT ethnicity, COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id GROUP BY ethnicity ;"
Number of patients grouped by ethnicity.,<SYN-ARG-calculate/what's/what is/tell me> the <SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> in ethnic groups.,"SELECT ethnicity, COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id GROUP BY ethnicity ;"
Number of patients grouped by ethnicity.,<SYN-ARG-number/count/counts> of <SYN-ARG-patients/people/persons/individuals/subjects> grouped by ethnicity.,"SELECT ethnicity, COUNT(DISTINCT pe1.person_id) FROM <SCHEMA>.person pe1 JOIN <ETHNICITY-TEMPLATE> ON pe1.ethnicity_concept_id=concept_id GROUP BY ethnicity ;"
